مجتمع آموزشی فنی سازان , Fanni Sazan,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,fannisazan.com,None
شرکت تدبیر انرژی هیرکان , Tadbir energy hirkan,۱,استاندارد و کنترل‌کیفیت,۵۱ تا ۲۰۰ نفر,None,None
خدمت از ما  , Khedmat Az Ma,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,khedmatazma.com,None
فرست آی او تی الکترونیک , First IOT Electronic,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
نوآوران سامانه های روئین , Nasr Company,۱,نیرو,۲ - ۱۰ نفر,None,None
نوین عصر دیجیتال , Novin Asr Digital,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
اسنیدز , SNeeds,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,sneeds.ir,None
رومولو , Romolo,۱,معماری و عمران,۱۱ تا ۵۰ نفر,abudad.ir,None
فراتوسعه عصر , Fara Toose Asr,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,faraco.eu,None
خانه معماران كاكتوس , Architects House Kaktus,۱,معماری و عمران,۲ - ۱۰ نفر,www.kaktusco.com,None
باران گستر کارن , Baran Gostar Karen,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
سی‌تی‌بُن , 30TBON,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,30tbon.com,None
توسعه دهندگان همراه نوین , New Mobile Developers,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,hjob.ir,None
طراحی وب ایران سامانه , Iran Samane,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,iransamane.com,None
گروه ترجمه آروین , ATG,۱,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
فصل نگارش , Fasle Negaresh,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,faslenegaresh.ir,None
صنایع الکترونیک پالس کنترل , Pulse Control,۱,تولید و صنایع,۲ - ۱۰ نفر,www.pulsecontrol-co.com/,None
آیه‌های هدایت , Ayehaye Hedayat,۱,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
سازه های فولادی انبارگستران , Anbargostaran,۱,تولید و صنایع,۲ - ۱۰ نفر,www.anbargostaran.com,None
موسسه حسابرسی یکتا روش امین , Yekta Raveshe Amin,۱,مالی و اعتباری,۵۱ تا ۲۰۰ نفر,None,None
رایان همراه , Rayan Hamrah,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
ایالیاسروتک , Illiaservetech,۱,معماری و عمران,۲ - ۱۰ نفر,illia.tech,None
آینده سازان کهکشان نرم افزار , Ican,۱,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),www.ican.ir,None
حلاوت گستر پارسیان , HGP,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
صنایع تولیدی ساحل , Sahelmetal,۱,تولید و صنایع,۲ - ۱۰ نفر,sahelmetal.com,None
علم و فن شهریار نوین تبریز , Elm Va Fan Shahriyar Novin Tabriz,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,heyvagroup.com,None
آریا تجارت , Ariya tejarat,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
مهساگستر , Mahsa Gostar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آذرخش افزاره آریا , Azarakhsh Afzare Aria,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,aaaltdco.com,None
تورلین , Tourlin,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
روزبه شکلات , Roozbe Chocolate,۵,منابع انسانی,۵۱ تا ۲۰۰ نفر,www.roozbehchocolate.com,None
وینا چوب , Vinachoob,۱,معماری و عمران,۲ - ۱۰ نفر,Www.vinachoob.com,None
گروه صنعتی دکوفوم , Dekofoam,۱,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,dekofoam.com,None
آینده نویسان برتر , Top Future Developers,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,noors.ir,None
کتابک , Ketabak,۱,رسانه و انتشارات,۱۱ تا ۵۰ نفر,ketabak.org,None
برنده باش , Barande Bash,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,barandehshow.ir,None
